co_ref,total_cc_calls,last_cc_call,cutoff_date,days_since_last_cc_call,cc_calls_last_7,cc_calls_last_30,total_complaints,customer_issues,financial_issues,pricing_mentions,avg_cc_sentiment,repeat_call_ratio,high_call_volume
GC2165,3,2024-04-12,2025-03-24,346,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GC2165,3,2024-04-12,2024-03-24,-19,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GC3481,1,2025-02-07,2025-09-25,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GC6933,6,2026-06-01,2025-08-22,-283,0.0,0.0,0.0,0.0,0.0,0.0,68.33333333333333,0.0,1
GC6933,6,2026-06-01,2026-08-22,82,0.0,0.0,0.0,0.0,0.0,0.0,68.33333333333333,0.0,1
GC9571,2,2025-12-12,2026-01-19,38,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GD0313,1,2025-05-09,2025-07-27,79,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GD3482,2,2025-03-10,2025-06-19,101,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GD3482,2,2025-03-10,2026-06-19,466,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GD6148,1,2026-07-01,2026-08-19,49,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GD8008,2,2025-04-12,2026-07-19,463,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GD8008,2,2025-04-12,2025-07-19,98,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GE2123,3,2025-07-10,2025-11-22,135,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
GE4269,5,2026-07-01,2025-08-19,-316,1.0,1.0,0.0,0.0,0.0,0.0,86.0,0.16666666666666666,1
GE4269,5,2026-07-01,2026-08-19,49,1.0,1.0,0.0,0.0,0.0,0.0,86.0,0.16666666666666666,1
GE6149,1,2026-05-01,2026-08-19,110,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GE7164,2,2025-02-09,2025-08-26,198,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,0
GE7690,2,2024-07-11,2025-07-24,378,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GE7690,2,2024-07-11,2024-07-24,13,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GF0366,1,2024-12-11,2025-05-24,164,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GF1516,1,2024-05-12,2025-04-25,348,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
GF3838,1,2025-06-03,2025-07-26,53,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GF4188,2,2025-03-11,2025-08-19,161,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GF4188,2,2025-03-11,2026-08-19,526,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GF5537,1,2025-03-11,2025-07-27,138,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GF5599,1,2024-09-12,2025-07-23,314,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
GF7180,1,2025-06-03,2025-12-22,202,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
GG2553,1,2025-01-10,2025-08-28,230,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GG3700,1,2024-10-12,2025-01-28,108,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GG7094,3,2024-01-11,2025-09-18,616,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
GG7094,3,2024-01-11,2026-09-18,981,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
GG7094,3,2024-01-11,2024-09-18,251,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
GG9386,2,2025-02-10,2025-04-27,76,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0
GH1042,3,2025-03-11,2025-11-27,261,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
GI9923,16,2025-11-12,2025-09-17,-56,0.0,0.0,0.0,0.0,0.0,0.0,59.375,0.0,1
GI9923,16,2025-11-12,2026-09-17,309,0.0,0.0,0.0,0.0,0.0,0.0,59.375,0.0,1
GI9923,16,2025-11-12,2024-09-17,-421,0.0,0.0,0.0,0.0,0.0,0.0,59.375,0.0,1
GJ0751,1,2024-09-12,2025-01-29,139,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
GJ2404,1,2024-07-11,2025-06-23,347,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GJ3448,1,2025-11-03,2026-10-18,349,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GJ6950,2,2025-04-12,2026-08-18,493,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GJ6950,2,2025-04-12,2025-08-18,128,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GJ7925,2,2024-05-12,2025-04-19,342,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
GJ7925,2,2024-05-12,2026-04-19,707,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
GK5228,1,2024-11-12,2024-12-28,46,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GK8087,2,2025-06-10,2025-06-19,9,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GK8087,2,2025-06-10,2026-06-19,374,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GL1087,2,2025-02-04,2025-02-23,19,0.0,2.0,0.0,0.0,0.0,0.0,85.0,0.0,0
GL4301,1,2026-05-01,2026-11-18,201,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GL4848,3,2024-04-11,2025-10-22,559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GL4848,3,2024-04-11,2024-10-22,194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GL4848,3,2024-04-11,2026-10-22,924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GM3861,1,2024-10-12,2024-12-24,73,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
GM4578,9,2025-12-03,2025-10-20,-44,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1
GM4578,9,2025-12-03,2026-10-20,321,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1
GM4578,9,2025-12-03,2024-10-20,-409,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1
GM5295,2,2025-02-06,2025-03-26,48,0.0,0.0,0.0,0.0,0.0,0.0,52.5,0.0,0
GO1796,1,2024-12-11,2025-05-26,166,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GO3813,1,2025-04-07,2025-07-25,109,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GP9964,1,2025-05-08,2025-11-25,201,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0
GQ0154,1,2025-04-02,2025-10-25,206,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GQ0173,1,2025-02-09,2025-03-26,45,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GQ0683,1,2025-03-10,2025-05-28,79,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GQ1069,4,2025-06-11,2025-08-20,70,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1
GQ1069,4,2025-06-11,2026-08-20,435,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,1
GQ5686,1,2025-02-10,2025-05-26,105,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GQ6996,2,2024-09-12,2025-11-20,434,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GQ6996,2,2024-09-12,2024-11-20,69,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GR3749,1,2025-01-04,2025-03-28,83,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GR6243,1,2024-05-11,2025-03-23,316,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GR8083,1,2025-01-07,2025-04-23,106,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GS0680,2,2025-03-11,2026-04-17,402,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GS0680,2,2025-03-11,2025-04-17,37,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GS0958,1,2025-06-01,2025-09-27,118,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
GS6096,2,2024-05-12,2024-05-28,16,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GS6096,2,2024-05-12,2025-05-28,381,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GS8031,5,2024-09-12,2025-07-20,311,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1
GS8031,5,2024-09-12,2026-07-20,676,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1
GS8031,5,2024-09-12,2024-07-20,-54,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1
GT3698,1,2025-02-12,2025-08-23,192,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GT8066,1,2025-02-06,2025-06-26,140,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GU0217,2,2025-04-11,2025-04-19,8,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GU0217,2,2025-04-11,2026-04-19,373,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GU0456,3,2025-07-02,2025-04-19,-74,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0
GU0456,3,2025-07-02,2026-04-19,291,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0
GU1796,3,2025-06-11,2025-07-25,44,0.0,0.0,0.0,0.0,0.0,0.0,63.333333333333336,0.0,0
GU4404,1,2025-12-02,2026-04-19,138,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GU5431,1,2024-06-12,2025-07-28,411,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
GU6109,1,2025-06-10,2025-07-29,49,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GU7166,2,2025-09-12,2025-11-21,70,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GU7166,2,2025-09-12,2026-11-21,435,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GV6374,2,2024-06-11,2025-05-19,342,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0
GV6374,2,2024-06-11,2026-05-19,707,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0
GW5629,2,2025-01-12,2026-07-18,552,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GW5629,2,2025-01-12,2025-07-18,187,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GW6806,1,2025-03-11,2025-11-20,254,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GW6985,2,2025-04-03,2025-07-20,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GW6985,2,2025-04-03,2026-07-20,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GW7109,2,2024-07-11,2025-03-21,253,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GW7109,2,2024-07-11,2026-03-21,618,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GW7164,1,2025-04-04,2025-07-25,112,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GW8600,1,2025-07-02,2025-07-29,27,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
GX0392,4,2024-05-12,2025-06-25,409,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,1
GX0392,4,2024-05-12,2024-06-25,44,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,1
GX7634,2,2024-05-11,2025-09-24,501,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
GX7634,2,2024-05-11,2024-09-24,136,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
GY1688,1,2025-02-12,2026-01-20,342,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
GY1847,1,2025-03-09,2025-04-25,47,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GY2750,3,2024-05-12,2025-11-21,558,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GY2750,3,2024-05-12,2026-11-21,923,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GY2750,3,2024-05-12,2024-11-21,193,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
GZ1776,5,2024-10-12,2025-09-24,347,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1
GZ1776,5,2024-10-12,2024-09-24,-18,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1
GZ4460,2,2025-06-01,2025-08-27,87,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HA0032,2,2025-05-12,2025-10-28,169,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HA0091,3,2025-08-04,2026-04-21,260,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0
HA1887,1,2024-12-12,2025-06-22,192,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HA5827,2,2025-01-10,2025-08-18,220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HA5827,2,2025-01-10,2026-08-18,585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HA8934,2,2024-05-11,2025-06-23,408,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HA8934,2,2024-05-11,2024-06-23,43,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HB0802,1,2025-03-02,2025-08-27,178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HB1347,3,2025-12-02,2025-06-19,-166,0.0,0.0,0.0,0.0,0.0,0.0,88.33333333333333,0.0,0
HB1347,3,2025-12-02,2026-06-19,199,0.0,0.0,0.0,0.0,0.0,0.0,88.33333333333333,0.0,0
HB6242,1,2025-03-11,2025-11-23,257,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HB7994,1,2024-02-12,2025-01-28,351,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HC2796,3,2025-09-01,2025-08-22,-10,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HC2796,3,2025-09-01,2026-08-22,355,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HD1730,2,2024-06-11,2025-08-21,436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HD1730,2,2024-06-11,2024-08-21,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HD2356,1,2025-02-09,2025-10-28,261,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HD2595,2,2025-06-10,2025-11-19,162,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HD2834,5,2025-08-12,2025-02-18,-175,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,1
HD2834,5,2025-08-12,2026-02-18,190,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,1
HD3299,1,2025-08-12,2025-11-23,103,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HD3567,2,2025-03-02,2026-06-19,474,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HD3567,2,2025-03-02,2025-06-19,109,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HE7047,1,2025-03-11,2025-11-28,262,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HF4211,1,2024-07-11,2025-04-27,290,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
HF6088,1,2025-10-02,2026-04-19,199,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HF6362,1,2025-07-01,2025-07-27,26,0.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0
HG5147,4,2025-07-10,2025-08-25,46,0.0,0.0,0.0,0.0,0.0,0.0,76.25,0.0,1
HG5147,4,2025-07-10,2024-08-25,-319,0.0,0.0,0.0,0.0,0.0,0.0,76.25,0.0,1
HG5816,1,2025-08-01,2026-04-20,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HG7020,2,2025-10-04,2025-11-24,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HG7861,1,2024-02-12,2025-01-21,344,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
HH3570,2,2025-01-04,2025-02-20,47,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0
HH7636,3,2025-08-04,2025-10-28,85,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HI0343,4,2025-09-12,2025-11-28,77,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,1
HI1112,1,2024-12-12,2025-06-28,198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HI1351,1,2024-10-12,2025-04-23,193,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HI2077,1,2025-05-08,2025-08-25,109,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HI3024,2,2024-12-11,2025-04-21,131,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HI3024,2,2024-12-11,2026-04-21,496,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HI8521,3,2025-08-12,2026-07-20,342,0.0,0.0,0.0,0.0,0.0,0.0,76.66666666666667,0.0,0
HI8521,3,2025-08-12,2025-07-20,-23,0.0,0.0,0.0,0.0,0.0,0.0,76.66666666666667,0.0,0
HJ5058,2,2025-03-01,2026-10-18,596,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
HJ5058,2,2025-03-01,2025-10-18,231,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
HJ8798,1,2025-10-10,2026-02-18,131,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HK0610,2,2024-09-12,2025-03-19,188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK0610,2,2024-09-12,2026-03-19,553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HK0975,2,2024-11-12,2025-03-20,128,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HK0975,2,2024-11-12,2026-03-20,493,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HK1702,2,2025-12-03,2026-06-21,200,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HK2975,1,2024-05-12,2025-03-29,321,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HK4106,5,2025-11-12,2025-10-18,-25,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,1
HK4106,5,2025-11-12,2026-10-18,340,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,1
HK4410,1,2025-10-02,2026-07-20,291,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HK6181,1,2025-10-06,2025-11-25,50,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HK9889,1,2025-02-06,2025-05-23,106,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HL2660,1,2025-06-02,2025-11-26,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HL9956,2,2024-03-12,2025-07-28,503,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HL9956,2,2024-03-12,2024-07-28,138,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HM1205,1,2025-12-11,2026-08-20,252,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
HM3193,2,2025-01-10,2025-03-22,71,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HM3193,2,2025-01-10,2026-03-22,436,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HM5339,2,2025-03-02,2025-04-26,55,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
HN5976,1,2025-09-04,2025-09-25,21,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HN9523,1,2024-06-12,2025-03-27,288,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
HO3817,2,2025-08-10,2025-10-18,69,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
HO3817,2,2025-08-10,2026-10-18,434,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
HO3969,3,2025-02-12,2025-10-27,257,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HO3969,3,2025-02-12,2024-10-27,-108,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HO4046,2,2025-10-10,2025-11-27,48,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
HP2120,2,2025-06-01,2025-06-22,21,0.0,1.0,0.0,0.0,0.0,0.0,82.5,0.0,0
HP4910,1,2025-07-07,2025-10-29,114,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HP7306,1,2025-08-01,2025-09-17,47,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HP9644,1,2025-04-08,2025-10-25,200,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HQ2296,3,2025-04-02,2025-05-23,51,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HQ5882,1,2025-02-09,2025-06-25,136,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HQ6568,2,2025-06-03,2025-10-22,141,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HQ6568,2,2025-06-03,2026-10-22,506,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HQ9303,2,2025-03-11,2025-09-19,192,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HQ9303,2,2025-03-11,2026-09-19,557,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HQ9781,2,2025-03-11,2025-04-17,37,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HQ9781,2,2025-03-11,2026-04-17,402,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HR2516,1,2025-05-03,2025-05-23,20,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HR3499,2,2025-07-07,2025-07-25,18,0.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0
HR3977,2,2025-09-04,2025-10-23,49,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HR8629,4,2024-10-12,2025-03-19,158,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1
HR8629,4,2024-10-12,2026-03-19,523,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,1
HR9925,1,2025-01-04,2025-01-24,20,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HR9932,4,2025-10-11,2025-08-19,-53,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1
HR9932,4,2025-10-11,2026-08-19,312,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1
HR9932,4,2025-10-11,2024-08-19,-418,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1
HS0078,1,2025-07-03,2026-02-19,231,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HS2163,6,2025-11-12,2025-08-21,-83,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,1
HS2163,6,2025-11-12,2026-08-21,282,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,1
HS2204,2,2025-02-10,2025-03-20,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HS2204,2,2025-02-10,2026-03-20,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HS6968,1,2025-11-09,2025-11-25,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HS8682,2,2024-08-11,2024-08-28,17,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HS8682,2,2024-08-11,2025-08-28,382,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HT0319,2,2024-11-12,2025-08-22,283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HT0319,2,2024-11-12,2026-08-22,648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HT1158,1,2025-04-07,2025-06-23,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HT4026,2,2025-04-11,2025-10-24,196,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HT6422,1,2025-06-08,2025-08-26,79,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
HT6894,2,2025-02-07,2025-03-24,45,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0
HT8806,1,2025-04-02,2025-09-22,173,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HT9967,1,2025-08-12,2025-12-21,131,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HU1913,3,2025-02-04,2025-09-23,231,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
HU7410,1,2024-08-11,2024-12-23,134,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
HV2990,5,2025-09-12,2025-11-18,67,1.0,1.0,0.0,0.0,0.0,0.0,80.0,0.16666666666666666,1
HV2990,5,2025-09-12,2026-11-18,432,1.0,1.0,0.0,0.0,0.0,0.0,80.0,0.16666666666666666,1
HV2990,5,2025-09-12,2024-11-18,-298,1.0,1.0,0.0,0.0,0.0,0.0,80.0,0.16666666666666666,1
HV3996,4,2025-03-01,2025-08-22,174,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,1
HV3996,4,2025-03-01,2026-08-22,539,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,1
HV7820,1,2025-11-11,2026-06-21,222,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HW2600,2,2026-05-01,2026-11-18,201,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0
HW6185,1,2025-05-06,2025-09-22,139,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HX4417,2,2025-03-12,2025-03-23,11,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HX5046,1,2024-09-12,2025-05-25,255,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
HY3765,2,2025-04-03,2025-08-20,139,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
HY3765,2,2025-04-03,2026-08-20,504,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
HY4184,2,2024-01-11,2025-03-24,438,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HY4184,2,2024-01-11,2024-03-24,73,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
HY6827,1,2025-03-09,2025-06-25,108,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
HY8416,2,2025-01-12,2025-10-20,281,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
HY8416,2,2025-01-12,2026-10-20,646,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
HZ5927,1,2025-02-07,2025-11-24,290,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
