co_ref,total_cc_calls,last_cc_call,cutoff_date,days_since_last_cc_call,cc_calls_last_7,cc_calls_last_30,total_complaints,customer_issues,financial_issues,pricing_mentions,avg_cc_sentiment,repeat_call_ratio,high_call_volume
MN7915,2,2025-06-11,2026-10-20,496,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MO2456,1,2025-03-01,2025-12-19,293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MO9520,3,2024-04-12,2025-10-19,555,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MO9520,3,2024-04-12,2026-10-19,920,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MO9520,3,2024-04-12,2024-10-19,190,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MP3923,1,2025-04-12,2026-03-18,340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MP3928,3,2026-05-01,2025-06-20,-315,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,0
MP3928,3,2026-05-01,2026-06-20,50,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,0
MP4273,2,2025-06-10,2025-11-27,170,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
MP6155,1,2025-01-10,2025-04-27,107,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MP6672,1,2025-04-08,2025-09-27,172,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
MP6911,1,2025-10-12,2026-08-22,314,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
MP8814,2,2025-08-04,2025-11-27,115,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
MP9357,1,2025-09-04,2025-11-22,79,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MP9531,1,2025-10-03,2025-11-27,55,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
MQ0009,1,2025-05-03,2025-10-28,178,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
MQ1939,2,2024-04-12,2025-11-25,592,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MQ1939,2,2024-04-12,2024-11-25,227,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MQ2886,2,2025-09-12,2025-12-22,101,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
MQ3010,6,2025-08-01,2025-02-19,-163,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,1
MQ3010,6,2025-08-01,2026-02-19,202,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,1
MQ4320,2,2024-07-11,2025-04-17,280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MQ4320,2,2024-07-11,2026-04-17,645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MQ6855,2,2025-03-10,2025-11-24,259,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0
MR4588,1,2025-03-10,2025-03-29,19,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MR7466,2,2025-04-06,2025-07-29,114,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MR8919,1,2024-09-12,2025-06-23,284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MR9386,1,2024-11-11,2025-08-23,285,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MS1413,2,2025-03-10,2025-05-21,72,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
MS1413,2,2025-03-10,2026-05-21,437,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
MS1933,1,2024-06-11,2024-12-28,200,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0
MS3679,3,2025-11-02,2026-03-22,140,0.0,0.0,0.0,0.0,0.0,0.0,33.333333333333336,0.0,0
MS4396,2,2025-10-12,2026-01-22,102,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0
MS4520,3,2025-12-02,2026-04-21,140,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MS4635,1,2025-07-10,2026-01-22,196,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MS6547,2,2025-01-04,2025-01-22,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MS6547,2,2025-01-04,2026-01-22,383,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MS7912,2,2024-05-11,2025-05-25,379,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
MT5160,1,2025-07-08,2025-08-29,52,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
MT5514,1,2026-05-01,2026-06-17,47,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0
MT7822,1,2025-02-06,2025-06-22,136,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MT8019,1,2025-08-10,2025-09-25,46,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MT8488,1,2025-09-05,2025-11-28,84,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
MT8621,1,2025-02-12,2025-09-28,228,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MT9692,2,2025-07-10,2025-08-22,43,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
MT9692,2,2025-07-10,2026-08-22,408,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
MU5535,1,2025-01-12,2025-07-26,195,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MV1636,4,2025-06-10,2025-11-18,161,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1
MV1636,4,2025-06-10,2026-11-18,526,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,1
MW1565,1,2025-05-06,2025-11-27,205,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
MW8533,1,2025-03-06,2025-04-23,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MX2197,3,2025-07-11,2025-07-29,18,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
MZ1095,2,2025-05-02,2025-08-19,109,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
MZ1095,2,2025-05-02,2026-08-19,474,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
MZ4069,1,2025-06-10,2025-06-28,18,0.0,1.0,0.0,0.0,0.0,0.0,85.0,0.0,0
MZ6680,1,2025-03-04,2025-11-28,269,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
MZ6837,2,2025-07-04,2025-09-23,81,0.0,0.0,0.0,0.0,0.0,0.0,87.5,0.0,0
NA0138,1,2025-12-11,2026-04-20,130,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NA0816,1,2025-02-04,2026-01-20,350,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NA2696,1,2024-06-12,2025-03-25,286,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NA3445,1,2024-02-12,2025-01-24,347,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NA3868,2,2025-03-10,2025-09-20,194,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NA3868,2,2025-03-10,2026-09-20,559,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NA5458,1,2025-03-06,2025-10-28,236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NA9151,3,2025-03-11,2025-02-17,-22,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.25,0
NA9151,3,2025-03-11,2026-02-17,343,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.25,0
NB7021,1,2025-07-01,2025-07-26,25,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NB7023,1,2025-03-04,2025-03-27,23,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NB9103,1,2024-04-12,2025-03-29,351,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NC3944,1,2025-01-10,2025-07-23,194,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
NC5345,1,2025-05-12,2025-10-28,169,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
NC5856,1,2024-02-12,2025-01-27,350,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NC6658,2,2024-10-12,2025-09-17,340,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NC6658,2,2024-10-12,2026-09-17,705,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
ND0878,1,2025-03-02,2025-06-23,113,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
ND1707,2,2024-06-12,2025-05-25,347,0.0,0.0,0.0,0.0,0.0,0.0,82.5,0.0,0
ND3141,1,2025-03-09,2025-07-26,139,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
ND3904,2,2025-03-01,2025-05-18,78,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
ND3904,2,2025-03-01,2026-05-18,443,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
ND4345,4,2025-07-05,2025-09-22,79,0.0,0.0,0.0,0.0,0.0,0.0,86.25,0.0,1
NE1746,2,2025-03-10,2025-03-24,14,0.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,0
NE2480,1,2025-09-10,2026-04-19,221,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
NE5444,3,2024-06-11,2024-03-28,-75,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
NE5444,3,2024-06-11,2025-03-28,290,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0
NE7164,1,2025-01-12,2025-04-28,106,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NE7242,2,2025-03-11,2025-11-21,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NE7242,2,2025-03-11,2026-11-21,620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NE7885,1,2025-03-06,2025-06-27,113,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
NF8121,6,2025-06-11,2025-01-21,-141,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,1
NF8121,6,2025-06-11,2026-01-21,224,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,1
NF8657,1,2025-03-04,2025-05-28,85,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NG1104,1,2024-08-11,2024-12-23,134,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NG2777,1,2025-03-03,2025-09-23,204,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NG5465,1,2025-11-11,2026-05-22,192,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NG7723,3,2025-10-12,2025-07-22,-82,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,0.0,0
NG7723,3,2025-10-12,2026-07-22,283,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,0.0,0
NI1307,1,2025-06-01,2025-08-28,88,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NI1834,1,2025-07-11,2025-09-22,73,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NI2127,1,2025-08-10,2025-11-27,109,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NI5523,2,2025-01-12,2025-10-23,284,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0
NI7685,1,2025-06-05,2026-05-22,351,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NJ1006,1,2025-10-02,2025-11-24,53,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
NJ3620,4,2025-10-04,2025-10-22,18,0.0,1.0,0.0,0.0,0.0,0.0,42.5,0.0,1
NJ3620,4,2025-10-04,2026-10-22,383,0.0,1.0,0.0,0.0,0.0,0.0,42.5,0.0,1
NJ3962,3,2026-06-01,2025-11-18,-195,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,0
NJ3962,3,2026-06-01,2026-11-18,170,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,0
NJ6395,6,2025-10-07,2026-05-22,227,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1
NK1026,3,2025-02-07,2025-02-25,18,0.0,2.0,0.0,0.0,0.0,0.0,71.66666666666667,0.0,0
NK1882,1,2025-05-02,2026-04-18,351,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NK2097,3,2025-09-12,2026-03-20,189,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,0
NK2097,3,2025-09-12,2025-03-20,-176,0.0,0.0,0.0,0.0,0.0,0.0,73.33333333333333,0.0,0
NK7116,1,2025-07-04,2025-08-23,50,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NL1695,1,2024-10-10,2025-05-27,229,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0
NL2138,6,2025-04-11,2025-09-18,160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NL2138,6,2025-04-11,2026-09-18,525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
NL5337,1,2025-01-10,2025-04-28,108,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
NL5774,1,2024-12-12,2025-01-25,44,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
NM1849,1,2025-01-12,2025-05-27,135,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NM2120,1,2025-05-02,2025-08-28,118,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NM8263,1,2025-07-01,2026-03-19,261,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
NM9821,4,2024-06-12,2025-11-23,529,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1
NM9821,4,2024-06-12,2024-11-23,164,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,1
NN0313,2,2025-02-01,2025-02-22,21,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NN5057,1,2025-05-12,2025-05-28,16,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NN5149,2,2025-02-04,2026-10-21,624,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0
NN5149,2,2025-02-04,2025-10-21,259,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0
NN7345,1,2024-10-12,2025-04-23,193,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
NN9257,1,2025-02-06,2025-08-24,199,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
NO2125,1,2024-12-12,2025-07-23,223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NO4400,1,2025-01-07,2025-02-21,45,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NO4515,2,2025-07-11,2025-07-21,10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NO4515,2,2025-07-11,2026-07-21,375,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NO6152,2,2025-04-02,2025-07-19,108,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NO6152,2,2025-04-02,2026-07-19,473,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NO7181,2,2025-06-11,2025-07-29,48,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NP3240,3,2025-08-12,2025-06-20,-53,0.0,1.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,0
NP3240,3,2025-08-12,2026-06-20,312,0.0,1.0,0.0,0.0,0.0,0.0,53.333333333333336,0.0,0
NP6704,2,2025-04-12,2025-11-22,224,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0
NP7171,1,2025-03-07,2025-11-23,261,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NQ6273,2,2025-11-12,2025-11-18,6,1.0,1.0,0.0,0.0,0.0,0.0,80.0,0.3333333333333333,0
NQ6273,2,2025-11-12,2026-11-18,371,1.0,1.0,0.0,0.0,0.0,0.0,80.0,0.3333333333333333,0
NQ8553,2,2025-04-02,2025-07-20,109,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
NQ8553,2,2025-04-02,2026-07-20,474,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
NQ8778,1,2025-02-05,2025-05-27,111,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0
NR2421,2,2024-10-12,2025-05-21,221,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0
NR4973,1,2025-11-12,2026-03-22,130,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
NR6495,8,2025-07-02,2025-09-21,81,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1
NR6495,8,2025-07-02,2026-09-21,446,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,1
NR7484,1,2024-12-12,2025-02-26,76,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NS2392,1,2025-09-12,2026-03-18,187,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NS4013,1,2025-02-09,2025-03-29,48,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
NS4345,2,2025-06-10,2025-10-27,139,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0
NS5269,2,2024-08-11,2025-03-21,222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NS5269,2,2024-08-11,2026-03-21,587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NS6625,10,2025-11-03,2025-10-20,-14,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,1
NS6625,10,2025-11-03,2026-10-20,351,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,1
NS6625,10,2025-11-03,2024-10-20,-379,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,1
NT5048,1,2025-03-03,2025-06-27,116,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
NT7352,2,2025-09-10,2025-09-23,13,0.0,2.0,0.0,0.0,0.0,0.0,42.5,0.0,0
NT7458,5,2024-07-11,2025-04-22,285,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,1
NT7458,5,2024-07-11,2024-04-22,-80,0.0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,1
NU0776,2,2025-01-07,2025-01-25,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NU4590,2,2025-08-01,2025-08-26,25,0.0,1.0,0.0,0.0,0.0,0.0,87.5,0.0,0
NU5514,3,2024-09-12,2025-10-22,405,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NU5514,3,2024-09-12,2026-10-22,770,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NU5514,3,2024-09-12,2024-10-22,40,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NU9317,1,2024-08-11,2025-04-22,254,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NV1403,2,2025-08-12,2025-08-18,6,1.0,1.0,0.0,0.0,0.0,0.0,85.0,0.3333333333333333,0
NV1403,2,2025-08-12,2026-08-18,371,1.0,1.0,0.0,0.0,0.0,0.0,85.0,0.3333333333333333,0
NV3949,1,2025-05-06,2025-11-26,204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NW2686,1,2025-03-06,2025-12-18,287,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NW3748,3,2024-09-12,2025-11-20,434,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NW3748,3,2024-09-12,2026-11-20,799,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NW3748,3,2024-09-12,2024-11-20,69,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NW4274,1,2025-08-10,2025-11-26,108,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NW4350,1,2025-11-02,2026-09-21,323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NW6377,5,2024-12-11,2025-06-21,192,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1
NW6377,5,2024-12-11,2026-06-21,557,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1
NW6377,5,2024-12-11,2024-06-21,-173,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1
NW7405,3,2025-07-03,2025-10-27,116,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,0.0,0
NX1085,2,2025-01-12,2025-03-21,68,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NX1085,2,2025-01-12,2026-03-21,433,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NX2228,1,2025-04-07,2025-04-23,16,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,0
NX2738,1,2025-04-06,2025-05-29,53,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
NX3786,2,2025-08-07,2025-09-25,49,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0
NX6893,2,2025-04-09,2025-05-26,47,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
NY1205,9,2024-06-11,2025-09-21,467,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1
NY1205,9,2024-06-11,2026-09-21,832,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1
NY1205,9,2024-06-11,2024-09-21,102,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,1
NY7409,2,2024-08-11,2025-08-25,379,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NY7409,2,2024-08-11,2024-08-25,14,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NZ5684,2,2025-02-10,2025-02-26,16,0.0,2.0,0.0,0.0,0.0,0.0,35.0,0.0,0
NZ6845,1,2025-04-06,2025-08-24,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NZ7447,2,2025-04-12,2025-04-21,9,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
NZ7447,2,2025-04-12,2026-04-21,374,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OA1625,1,2025-03-06,2025-09-23,201,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OA2661,1,2025-04-02,2025-06-25,84,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OA3661,1,2024-11-12,2025-03-23,131,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OA3900,3,2025-11-02,2025-11-28,26,0.0,1.0,0.0,0.0,0.0,0.0,26.666666666666668,0.0,0
OA6284,1,2025-10-10,2026-04-19,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OA7485,2,2025-06-03,2025-09-21,110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OA7485,2,2025-06-03,2026-09-21,475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OB0880,2,2025-07-10,2025-10-28,110,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0
OB1663,2,2024-09-12,2024-12-27,106,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0
OB1932,3,2025-02-09,2025-10-27,260,0.0,0.0,0.0,0.0,0.0,0.0,86.66666666666667,0.0,0
OB2517,1,2025-03-02,2025-10-25,237,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0
OC5649,2,2025-03-12,2025-09-18,190,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OC5649,2,2025-03-12,2026-09-18,555,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OC8646,1,2024-09-12,2025-01-29,139,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OD4886,1,2025-01-07,2025-01-25,18,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OD9989,1,2025-02-06,2025-05-25,108,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OE0228,1,2025-02-04,2025-02-26,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OF1451,2,2024-12-11,2025-12-20,374,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OF1451,2,2024-12-11,2024-12-20,9,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OF3727,1,2025-09-06,2025-10-24,48,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OF4125,1,2025-09-12,2026-09-17,370,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OF4419,3,2025-03-04,2025-05-24,81,0.0,0.0,0.0,0.0,0.0,0.0,83.33333333333333,0.0,0
OF8392,2,2025-03-04,2025-04-20,47,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OF8392,2,2025-03-04,2026-04-20,412,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OG2216,1,2025-02-07,2025-03-27,48,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OG5810,1,2025-02-09,2025-04-25,75,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OG6775,2,2025-05-11,2025-08-20,101,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OG6775,2,2025-05-11,2026-08-20,466,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OH3076,10,2025-03-10,2025-10-22,226,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1
OH3076,10,2025-03-10,2026-10-22,591,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1
OH3076,10,2025-03-10,2024-10-22,-139,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,1
OH7495,1,2025-01-05,2025-10-24,292,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OH8251,4,2025-08-01,2025-08-18,17,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,1
OH8251,4,2025-08-01,2026-08-18,382,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,1
OH9052,4,2025-04-12,2025-08-27,137,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1
OI2168,1,2025-02-04,2025-11-23,292,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0
OI3593,1,2025-05-02,2025-09-28,149,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OI8028,1,2025-09-12,2025-09-26,14,0.0,1.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OI9359,2,2025-03-10,2025-08-22,165,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OI9359,2,2025-03-10,2026-08-22,530,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OI9595,2,2025-03-02,2026-04-18,412,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OI9595,2,2025-03-02,2025-04-18,47,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0
OJ6149,1,2025-04-06,2025-07-24,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OJ6154,1,2025-09-10,2025-09-25,15,0.0,1.0,0.0,0.0,0.0,0.0,90.0,0.0,0
OJ7473,2,2025-04-02,2025-11-20,232,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
OJ7473,2,2025-04-02,2026-11-20,597,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0
